# timestamp tx ty tz qx qy qz qw
1403636583.363555670 -3.4323528 0.2951137 -0.0768096 0.8068564 0.0069576 -0.5236700 0.2733204
1403636583.413555384 -3.4350867 0.2849263 -0.0973213 0.8082993 0.0077449 -0.5229313 0.2704351
1403636583.463555574 -3.4364152 0.2875542 -0.1297259 0.8101403 0.0108603 -0.5208799 0.2687729
1403636583.513555527 -3.4263996 0.2784472 -0.1647769 0.8119821 0.0124244 -0.5189171 0.2669378
1403636583.563555479 -3.4277506 0.2728287 -0.1703206 0.8144169 0.0143890 -0.5153514 0.2663290
1403636583.613555431 -3.4489489 0.2907943 -0.1899255 0.8175222 0.0145111 -0.5099925 0.2671229
1403636583.663555622 -3.4489233 0.2679922 -0.2317043 0.8223490 0.0154441 -0.5051867 0.2613234
1403636583.713555574 -3.4474083 0.2932710 -0.2512916 0.8284824 0.0140812 -0.4986025 0.2545865
1403636583.763555527 -3.4208293 0.2594406 -0.2868494 0.8350216 0.0129474 -0.4914279 0.2471231
1403636583.813555479 -3.4242817 0.2845490 -0.3041100 0.8406776 0.0115668 -0.4843228 0.2419893
1403636583.863555670 -3.4113724 0.2796051 -0.3313951 0.8447592 0.0118115 -0.4785132 0.2393063
1403636583.913555384 -3.4203726 0.2766672 -0.3433055 0.8473674 0.0142790 -0.4736334 0.2396581
1403636583.963555574 -3.4126063 0.2704023 -0.3578695 0.8488453 0.0179691 -0.4710572 0.2392570
1403636584.013555527 -3.4197991 0.2491963 -0.3662678 0.8494550 0.0210452 -0.4706553 0.2376276
1403636584.063555479 -3.4133234 0.2362887 -0.3845409 0.8493797 0.0239977 -0.4717767 0.2353825
1403636584.113555431 -3.4322009 0.2563068 -0.3698485 0.8493212 0.0255004 -0.4729669 0.2330354
1403636584.163555622 -3.4259466 0.2562934 -0.3683837 0.8493439 0.0269140 -0.4735217 0.2316630
1403636584.213555574 -3.4268822 0.2584085 -0.3450544 0.8491754 0.0278841 -0.4737837 0.2316304
1403636584.263555527 -3.4413078 0.2714076 -0.3153974 0.8483949 0.0278140 -0.4750169 0.2319726
1403636584.313555479 -3.4425023 0.2676862 -0.3064705 0.8472725 0.0277550 -0.4765767 0.2328811
1403636584.363555670 -3.4409406 0.2970555 -0.2799585 0.8462518 0.0281991 -0.4772374 0.2351748
1403636584.413555384 -3.4336842 0.2840075 -0.2623140 0.8450594 0.0286133 -0.4766826 0.2404781
1403636584.463555574 -3.4591500 0.2834570 -0.2303233 0.8431318 0.0285385 -0.4775461 0.2454873
1403636584.513555527 -3.4508591 0.3113807 -0.2036129 0.8403774 0.0279017 -0.4805751 0.2490680
1403636584.563555479 -3.4489479 0.3011493 -0.1734170 0.8367540 0.0257366 -0.4853518 0.2522180
1403636584.613555431 -3.4610157 0.2814179 -0.1545248 0.8320105 0.0229526 -0.4913362 0.2565551
1403636584.663555622 -3.4471093 0.3003716 -0.1168418 0.8263272 0.0189657 -0.4981333 0.2620817
1403636584.713555574 -3.4461081 0.2950622 -0.1036137 0.8201408 0.0162295 -0.5053167 0.2678818
1403636584.763555527 -3.4551734 0.2922394 -0.0668040 0.8144170 0.0127884 -0.5115150 0.2737040
1403636584.813555479 -3.4494386 0.3097818 -0.0419744 0.8095851 0.0110722 -0.5170831 0.2776230
1403636584.863555670 -3.4693519 0.2903752 -0.0245920 0.8057161 0.0081132 -0.5223259 0.2791620
1403636584.913555384 -3.4670025 0.2980957 -0.0108664 0.8030113 0.0067831 -0.5263455 0.2794410
1403636584.963555574 -3.4602334 0.3026242 0.0000434 0.8017127 0.0035138 -0.5285219 0.2791217
1403636585.013555527 -3.4607392 0.3025160 -0.0019485 0.8019600 0.0014162 -0.5279013 0.2796039
1403636585.063555479 -3.4539302 0.3103271 -0.0037821 0.8030041 -0.0005307 -0.5262944 0.2796397
1403636585.113555431 -3.4395309 0.3139818 -0.0197480 0.8044123 -0.0008968 -0.5245862 0.2787998
1403636585.163555622 -3.4228225 0.3081669 -0.0102722 0.8061048 -0.0027199 -0.5217096 0.2792968
1403636585.213555574 -3.4403469 0.3159269 -0.0384522 0.8079378 -0.0038394 -0.5182108 0.2804984
1403636585.263555527 -3.4099328 0.3030965 -0.0506863 0.8097098 -0.0028907 -0.5138168 0.2834676
1403636585.313555479 -3.4182273 0.3108904 -0.0691458 0.8112538 -0.0019006 -0.5100746 0.2858102
1403636585.363555670 -3.4230317 0.3182190 -0.0929249 0.8128602 0.0012532 -0.5061809 0.2881625
1403636585.413555384 -3.4172650 0.3043650 -0.1060040 0.8148392 0.0029463 -0.5028133 0.2884565
1403636585.463555574 -3.3957462 0.3083524 -0.1308135 0.8174892 0.0066325 -0.5000924 0.2856133
1403636585.513555527 -3.3715713 0.3128397 -0.1495731 0.8205167 0.0096020 -0.4967884 0.2825977
1403636585.563555479 -3.3769545 0.3238450 -0.1855877 0.8238154 0.0141655 -0.4944220 0.2769015
1403636585.613555431 -3.4062160 0.2953104 -0.1942000 0.8273339 0.0181140 -0.4923245 0.2698278
1403636585.663555622 -3.4153168 0.2832877 -0.2042339 0.8312266 0.0206089 -0.4899691 0.2618548
1403636585.713555574 -3.3971098 0.2721799 -0.2099928 0.8353800 0.0224860 -0.4872999 0.2533246
1403636585.763555527 -3.3998883 0.2622853 -0.2295903 0.8397768 0.0229031 -0.4833955 0.2461283
1403636585.813555479 -3.3717941 0.2626600 -0.2311111 0.8442177 0.0226717 -0.4797337 0.2379873
1403636585.863555670 -3.3726254 0.2545901 -0.2328837 0.8492177 0.0225379 -0.4746155 0.2303507
1403636585.913555384 -3.3684015 0.2333506 -0.2408729 0.8541961 0.0221527 -0.4688457 0.2237007
1403636585.963555574 -3.3694247 0.2352149 -0.2350891 0.8598117 0.0207085 -0.4608064 0.2189806
1403636586.013555527 -3.3714060 0.2274442 -0.2373228 0.8660420 0.0176949 -0.4505309 0.2160558
1403636586.063555479 -3.3600730 0.2273377 -0.2333977 0.8723015 0.0140479 -0.4382288 0.2164444
1403636586.113555431 -3.3575279 0.2447370 -0.2337328 0.8776532 0.0094711 -0.4275392 0.2164381
1403636586.163555622 -3.3518489 0.2075399 -0.2257912 0.8822502 0.0051486 -0.4183576 0.2158356
1403636586.213555574 -3.3489611 0.2150758 -0.2281373 0.8863745 0.0023254 -0.4109020 0.2132940
1403636586.263555527 -3.3634296 0.1966798 -0.2325690 0.8907884 0.0011836 -0.4031527 0.2096722
1403636586.313555479 -3.3621816 0.2071428 -0.2067453 0.8953859 -0.0009664 -0.3951489 0.2052813
1403636586.363555670 -3.3642966 0.1871547 -0.2234282 0.9000331 -0.0026456 -0.3866939 0.2010005
1403636586.413555384 -3.3693967 0.1887130 -0.2164398 0.9045480 -0.0048347 -0.3785841 0.1960704
1403636586.463555574 -3.3574550 0.2014845 -0.2212039 0.9086836 -0.0043950 -0.3704103 0.1925382
1403636586.513555527 -3.3534873 0.1936221 -0.2200932 0.9122098 -0.0032478 -0.3631769 0.1896449
1403636586.563555479 -3.3586758 0.1708136 -0.2179500 0.9149131 -0.0015058 -0.3579685 0.1865219
1403636586.613555431 -3.3605097 0.1577258 -0.2130128 0.9164508 -0.0001097 -0.3551881 0.1842806
1403636586.663555622 -3.3758636 0.1522312 -0.2148725 0.9167093 -0.0007157 -0.3548310 0.1836805
1403636586.713555574 -3.3585645 0.1606803 -0.2027653 0.9157028 -0.0003279 -0.3573334 0.1838508
1403636586.763555527 -3.3533037 0.1748613 -0.2065591 0.9141754 -0.0000403 -0.3616190 0.1830712
1403636586.813555479 -3.3501742 0.1680293 -0.1950284 0.9124498 0.0006595 -0.3659279 0.1831166
1403636586.863555670 -3.3503311 0.1811141 -0.2143759 0.9108583 0.0017768 -0.3693352 0.1841890
1403636586.913555384 -3.3582421 0.1548100 -0.1936787 0.9095981 0.0043370 -0.3719192 0.1851717
1403636586.963555574 -3.3620362 0.1404438 -0.2036988 0.9086063 0.0064184 -0.3743944 0.1849926
1403636587.013555527 -3.3448269 0.1534081 -0.2085896 0.9080369 0.0101605 -0.3756074 0.1851619
1403636587.063555479 -3.3353337 0.1541966 -0.2160406 0.9082812 0.0119927 -0.3752816 0.1845133
1403636587.113555431 -3.3264337 0.1571636 -0.2094101 0.9092065 0.0144791 -0.3732717 0.1838535
1403636587.163555622 -3.3294425 0.1556104 -0.2200655 0.9101616 0.0161051 -0.3710478 0.1834939
1403636587.213555574 -3.3371343 0.1579384 -0.2290084 0.9107478 0.0169878 -0.3700338 0.1825507
1403636587.263555527 -3.3356794 0.1641116 -0.2051686 0.9111881 0.0163098 -0.3691796 0.1821446
1403636587.313555479 -3.3285008 0.1844805 -0.2142454 0.9114896 0.0151435 -0.3686324 0.1818445
1403636587.363555670 -3.3101575 0.1985917 -0.2139418 0.9118647 0.0136737 -0.3676994 0.1819695
1403636587.413555384 -3.3115280 0.1884684 -0.2144654 0.9122670 0.0120740 -0.3668532 0.1817741
1403636587.463555574 -3.3180340 0.1708140 -0.2142341 0.9128098 0.0099069 -0.3659794 0.1809395
1403636587.513555527 -3.2990898 0.1911873 -0.2018912 0.9133319 0.0077632 -0.3652320 0.1799172
1403636587.563555479 -3.2808412 0.1796639 -0.1934840 0.9136507 0.0057995 -0.3647500 0.1793494
1403636587.613555431 -3.2529274 0.1923093 -0.2032854 0.9135319 0.0031026 -0.3648076 0.1799036
1403636587.663555622 -3.2351296 0.1705925 -0.2116719 0.9126800 0.0001449 -0.3662976 0.1812215
1403636587.713555574 -3.2347721 0.1776103 -0.2093222 0.9113374 -0.0035610 -0.3685559 0.1833520
1403636587.763555527 -3.2279470 0.1754878 -0.2000492 0.9098060 -0.0079692 -0.3711345 0.1856039
1403636587.813555479 -3.2039763 0.1666072 -0.1946810 0.9086495 -0.0118567 -0.3725008 0.1883045
1403636587.863555670 -3.2028687 0.1976125 -0.2040245 0.9082531 -0.0156222 -0.3725073 0.1899226
1403636587.913555384 -3.2048071 0.2055979 -0.2004288 0.9087487 -0.0185218 -0.3705021 0.1912090
1403636587.963555574 -3.1729590 0.2114197 -0.2019686 0.9102188 -0.0216783 -0.3659304 0.1926829
1403636588.013555527 -3.1372897 0.2045326 -0.2023362 0.9123666 -0.0244818 -0.3594678 0.1943467
1403636588.063555479 -3.1401239 0.2015552 -0.1997528 0.9142580 -0.0282006 -0.3543351 0.1943801
1403636588.113555431 -3.1443346 0.2157373 -0.2050557 0.9156081 -0.0296462 -0.3513724 0.1931848
1403636588.163555622 -3.1260755 0.2085458 -0.2145712 0.9163616 -0.0295778 -0.3493985 0.1932026
1403636588.213555574 -3.1147084 0.2048622 -0.2137628 0.9165023 -0.0291483 -0.3493349 0.1927147
1403636588.263555527 -3.1073516 0.2083595 -0.2019546 0.9161609 -0.0290811 -0.3504813 0.1922665
1403636588.313555479 -3.1030245 0.2454161 -0.2317635 0.9154904 -0.0292536 -0.3526498 0.1914672
1403636588.363555670 -3.1173114 0.2481759 -0.2181248 0.9147748 -0.0287210 -0.3549701 0.1906787
1403636588.413555384 -3.1097374 0.2276544 -0.2225963 0.9141390 -0.0295441 -0.3568152 0.1901577
1403636588.463555574 -3.1296001 0.2443387 -0.2230888 0.9139266 -0.0301415 -0.3574035 0.1899797
1403636588.513555527 -3.1148071 0.2163281 -0.2276350 0.9140905 -0.0302929 -0.3561022 0.1916041
1403636588.563555479 -3.1422992 0.2422910 -0.2200677 0.9140228 -0.0302942 -0.3556070 0.1928427
1403636588.613555431 -3.1092762 0.2414151 -0.2246855 0.9138555 -0.0303219 -0.3560224 0.1928647
1403636588.663555622 -3.1149046 0.2275072 -0.2239034 0.9136763 -0.0295669 -0.3566649 0.1926438
1403636588.713555574 -3.1338972 0.2315170 -0.2128701 0.9139207 -0.0287951 -0.3571086 0.1907700
1403636588.763555527 -3.1396501 0.2223967 -0.2287091 0.9145421 -0.0262810 -0.3565992 0.1891004
1403636588.813555479 -3.1506513 0.2266387 -0.2192311 0.9152041 -0.0243857 -0.3559786 0.1873125
1403636588.863555670 -3.1724892 0.2055152 -0.2148527 0.9155770 -0.0228534 -0.3561152 0.1854142
1403636588.913555384 -3.1853217 0.2297898 -0.2194639 0.9155676 -0.0211628 -0.3572429 0.1834820
1403636588.963555574 -3.2240719 0.2077675 -0.2186340 0.9152889 -0.0188183 -0.3586733 0.1823336
1403636589.013555527 -3.2191024 0.2184277 -0.2133313 0.9145523 -0.0162846 -0.3610962 0.1814897
1403636589.063555479 -3.2472889 0.2038831 -0.2254039 0.9134907 -0.0134792 -0.3642206 0.1808212
1403636589.113555431 -3.2632691 0.2060384 -0.2172132 0.9123550 -0.0101742 -0.3672195 0.1807062
1403636589.163555622 -3.2846939 0.1905100 -0.1998219 0.9113039 -0.0080728 -0.3699543 0.1805375
1403636589.213555574 -3.3035575 0.1832905 -0.2240594 0.9107304 -0.0061890 -0.3716769 0.1799672
1403636589.263555527 -3.3192366 0.1821599 -0.2126056 0.9107744 -0.0041268 -0.3720780 0.1789720
1403636589.313555479 -3.3309965 0.1706518 -0.2101715 0.9112634 -0.0008741 -0.3715779 0.1775613
1403636589.363555670 -3.3533284 0.1758079 -0.2015127 0.9121295 0.0018367 -0.3704149 0.1755255
1403636589.413555384 -3.3642497 0.1570477 -0.2061310 0.9128268 0.0050823 -0.3692033 0.1743859
1403636589.463555574 -3.4090850 0.1231737 -0.2143524 0.9129229 0.0074537 -0.3689191 0.1743987
1403636589.513555527 -3.4105969 0.1501500 -0.2151005 0.9125316 0.0085847 -0.3699745 0.1741588
1403636589.563555479 -3.4020156 0.1379341 -0.2127529 0.9119534 0.0098988 -0.3716862 0.1734713
1403636589.613555431 -3.4390145 0.1202552 -0.2262643 0.9113427 0.0114450 -0.3730214 0.1737197
1403636589.663555622 -3.4578309 0.1341364 -0.2139142 0.9107610 0.0131312 -0.3744338 0.1736126
1403636589.713555574 -3.4825912 0.1250803 -0.2175920 0.9104354 0.0145893 -0.3753329 0.1732622
1403636589.763555527 -3.4991810 0.1223113 -0.2162632 0.9105289 0.0168154 -0.3761698 0.1707353
1403636589.813555479 -3.5179165 0.1118008 -0.2270571 0.9112457 0.0198945 -0.3757206 0.1675393
1403636589.863555670 -3.5149447 0.1372232 -0.2199471 0.9124767 0.0232675 -0.3740659 0.1640718
1403636589.913555384 -3.5226975 0.1283895 -0.2275566 0.9136248 0.0265784 -0.3727269 0.1601809
1403636589.963555574 -3.5531557 0.1235899 -0.2351207 0.9142570 0.0290780 -0.3728416 0.1558131
1403636590.013555527 -3.5535418 0.1141105 -0.2278920 0.9139268 0.0316058 -0.3747734 0.1525902
1403636590.063555479 -3.5556820 0.1262646 -0.2286493 0.9127192 0.0336830 -0.3779944 0.1514242
1403636590.113555431 -3.5626124 0.1298015 -0.2342233 0.9111290 0.0355021 -0.3819284 0.1507123
1403636590.163555622 -3.5638518 0.1340418 -0.2343500 0.9095911 0.0367448 -0.3858590 0.1496890
1403636590.213555574 -3.5716064 0.1298439 -0.2312210 0.9085901 0.0377712 -0.3880537 0.1498388
1403636590.263555527 -3.5586744 0.1243627 -0.2162837 0.9082655 0.0385444 -0.3884641 0.1505448
1403636590.313555479 -3.5705236 0.1110448 -0.2260409 0.9086209 0.0391441 -0.3871667 0.1515839
1403636590.363555670 -3.5439656 0.1192787 -0.2244754 0.9091794 0.0381308 -0.3853813 0.1530362
1403636590.413555384 -3.5429753 0.1111001 -0.2363580 0.9095648 0.0372017 -0.3837411 0.1550832
1403636590.463555574 -3.5466625 0.1083864 -0.2079246 0.9096165 0.0351573 -0.3825352 0.1582042
1403636590.513555527 -3.5588641 0.0831533 -0.2200643 0.9092180 0.0337656 -0.3821777 0.1616253
1403636590.563555479 -3.5220397 0.0830999 -0.2262570 0.9086628 0.0320770 -0.3820400 0.1653738
1403636590.613555431 -3.5023828 0.1012423 -0.2167992 0.9080906 0.0305038 -0.3822856 0.1682221
1403636590.663555622 -3.4819642 0.1130419 -0.2170648 0.9078270 0.0282944 -0.3818770 0.1709374
1403636590.713555574 -3.4880996 0.1156953 -0.2147325 0.9080297 0.0262426 -0.3806639 0.1728827
1403636590.763555527 -3.4825087 0.1324606 -0.2106108 0.9088031 0.0233569 -0.3786183 0.1737227
1403636590.813555479 -3.4312859 0.1122683 -0.2128918 0.9100330 0.0213312 -0.3763773 0.1724094
1403636590.863555670 -3.4243483 0.0991329 -0.2207278 0.9114312 0.0189483 -0.3737286 0.1710588
1403636590.913555384 -3.3972365 0.1052427 -0.2123546 0.9126112 0.0172508 -0.3711865 0.1704811
1403636590.963555574 -3.3532040 0.1079949 -0.2154551 0.9131709 0.0160237 -0.3695984 0.1710531
1403636591.013555527 -3.3528570 0.1252828 -0.2165900 0.9132083 0.0155840 -0.3694977 0.1711115
1403636591.063555479 -3.3223968 0.1174700 -0.2212648 0.9128809 0.0153972 -0.3706564 0.1703681
1403636591.113555431 -3.3204248 0.1322488 -0.2198682 0.9126556 0.0151688 -0.3716081 0.1695199
1403636591.163555622 -3.2969066 0.0966248 -0.2167535 0.9127132 0.0137090 -0.3718838 0.1687280
1403636591.213555574 -3.2637777 0.1224895 -0.2068737 0.9130663 0.0126120 -0.3712502 0.1682979
1403636591.263555527 -3.2744583 0.1422581 -0.2171302 0.9136489 0.0112490 -0.3699265 0.1681475
1403636591.313555479 -3.2563353 0.1347940 -0.2289373 0.9142931 0.0098433 -0.3681508 0.1686306
1403636591.363555670 -3.2361359 0.1493352 -0.2271119 0.9149143 0.0077365 -0.3663076 0.1693833
1403636591.413555384 -3.2284613 0.1412271 -0.2183827 0.9152182 0.0055830 -0.3652426 0.1701245
1403636591.463555574 -3.2159022 0.1653743 -0.2414216 0.9153063 0.0035022 -0.3650500 0.1701196
1403636591.513555527 -3.1932703 0.1648224 -0.2416422 0.9149199 0.0019411 -0.3649066 0.1725139
1403636591.563555479 -3.2102670 0.1899393 -0.2320326 0.9134578 -0.0022432 -0.3660156 0.1778269
1403636591.613555431 -3.1813085 0.1789236 -0.2492802 0.9108937 -0.0081485 -0.3685199 0.1854708
1403636591.663555622 -3.1738656 0.1860517 -0.2420094 0.9069374 -0.0130825 -0.3738954 0.1936379
1403636591.713555574 -3.1832116 0.2180805 -0.2310825 0.9023496 -0.0163083 -0.3804350 0.2019122
1403636591.763555527 -3.1751040 0.2050314 -0.2423725 0.8976228 -0.0192899 -0.3867713 0.2104974
1403636591.813555479 -3.1642260 0.2161837 -0.2343197 0.8926674 -0.0231242 -0.3933044 0.2189106
1403636591.863555670 -3.1853349 0.2207005 -0.2407004 0.8885204 -0.0268456 -0.3986982 0.2255007
1403636591.913555384 -3.1590405 0.2459194 -0.2422000 0.8858621 -0.0311299 -0.4015606 0.2302789
1403636591.963555574 -3.1715030 0.2330169 -0.2516874 0.8856200 -0.0363008 -0.4010427 0.2313530
1403636592.013555527 -3.1814319 0.2248268 -0.2429774 0.8871425 -0.0412080 -0.3971926 0.2313399
1403636592.063555479 -3.1638346 0.2482269 -0.2452106 0.8886139 -0.0475377 -0.3930410 0.2315693
1403636592.113555431 -3.1633729 0.2420896 -0.2435976 0.8900393 -0.0535042 -0.3888874 0.2318059
1403636592.163555622 -3.1572552 0.2461688 -0.2445448 0.8916594 -0.0591311 -0.3844273 0.2316520
1403636592.213555574 -3.1787604 0.2628250 -0.2288540 0.8936134 -0.0629186 -0.3796647 0.2309785
1403636592.263555527 -3.1632999 0.2462572 -0.2377491 0.8955393 -0.0649055 -0.3754242 0.2298983
1403636592.313555479 -3.1862600 0.2504575 -0.2274872 0.8973574 -0.0652435 -0.3722751 0.2278251
1403636592.363555670 -3.1626988 0.3088813 -0.2272806 0.8989603 -0.0660914 -0.3706909 0.2238093
1403636592.413555384 -3.1649528 0.3120323 -0.2386817 0.9003852 -0.0638466 -0.3701877 0.2195247
1403636592.463555574 -3.1790166 0.3213365 -0.2311288 0.9008213 -0.0602909 -0.3718694 0.2158684
1403636592.513555527 -3.1657040 0.3233866 -0.2366137 0.9000533 -0.0545052 -0.3763010 0.2129102
1403636592.563555479 -3.1934399 0.3365339 -0.2362390 0.8983684 -0.0475275 -0.3822691 0.2110587
1403636592.613555431 -3.1759769 0.3831213 -0.2492996 0.8964031 -0.0389007 -0.3888008 0.2092418
1403636592.663555622 -3.2026223 0.3927289 -0.2464516 0.8947961 -0.0298561 -0.3940612 0.2077602
1403636592.713555574 -3.2046724 0.3895144 -0.2423946 0.8938139 -0.0205400 -0.3984553 0.2047150
1403636592.763555527 -3.2065940 0.4004380 -0.2392438 0.8934969 -0.0101025 -0.4022792 0.1993304
1403636592.813555479 -3.2446125 0.4311598 -0.2520000 0.8935559 0.0005898 -0.4059938 0.1916419
1403636592.863555670 -3.2536848 0.4341020 -0.2366815 0.8940945 0.0118650 -0.4092356 0.1816050
1403636592.913555384 -3.2632538 0.4197402 -0.2439048 0.8948382 0.0234805 -0.4112826 0.1719297
1403636592.963555574 -3.2671646 0.4212642 -0.2384225 0.8955479 0.0348412 -0.4128630 0.1622472
1403636593.013555527 -3.2796270 0.4006345 -0.2457150 0.8959910 0.0466008 -0.4145140 0.1523371
1403636593.063555479 -3.3436033 0.3990587 -0.2308281 0.8961442 0.0581854 -0.4159213 0.1433511
1403636593.113555431 -3.3518344 0.3749810 -0.2453745 0.8957210 0.0701726 -0.4174601 0.1359660
1403636593.163555622 -3.3817375 0.3665696 -0.2435962 0.8949906 0.0798122 -0.4201484 0.1268744
1403636593.213555574 -3.4159268 0.3746580 -0.2473103 0.8941614 0.0866192 -0.4231437 0.1179911
1403636593.263555527 -3.4553243 0.3338674 -0.2444680 0.8933033 0.0923218 -0.4263408 0.1082566
1403636593.313555479 -3.4657433 0.3343464 -0.2481633 0.8933058 0.0969893 -0.4269713 0.1014561
1403636593.363555670 -3.4530105 0.2788065 -0.2525688 0.8937093 0.1008923 -0.4260745 0.0978009
1403636593.413555384 -3.4990529 0.2588752 -0.2432232 0.8942550 0.1029831 -0.4249434 0.0955281
1403636593.463555574 -3.5005395 0.2563107 -0.2515935 0.8949112 0.1041295 -0.4231440 0.0961256
1403636593.513555527 -3.5152490 0.2420689 -0.2626716 0.8960451 0.1018452 -0.4208498 0.0980620
1403636593.563555479 -3.5146474 0.2087668 -0.2738815 0.8976349 0.0976812 -0.4182157 0.0990234
1403636593.613555431 -3.5015260 0.1933992 -0.2759471 0.9000458 0.0912641 -0.4141664 0.1002734
1403636593.663555622 -3.5058521 0.1966661 -0.2666896 0.9029016 0.0827999 -0.4095622 0.1008549
